uid,req_line,resp_line,start,reg_index,reg_addr,value,hex,mapped,mapped_name,mapped_unit,mapped_description,map_row_index
1,129,167,166,10,176,0,0000,no,,,,
1,129,167,166,11,177,0,0000,no,,,,
1,129,167,166,12,178,0,0000,no,,,,
1,129,167,166,13,179,0,0000,no,,,,
1,129,167,166,14,180,0,0000,yes,6000V180-6000V,,,34
1,129,167,166,15,181,25323,62EB,no,,,,
1,135,171,25012,0,25012,124,007C,yes,1,,,53
1,137,175,16,0,16,0,0000,yes,/11/2020,,,16
1,137,175,16,1,17,21327,534F,yes,………………………………… ..…20,,,17
1,137,175,16,2,18,0,0000,no,,,,
1,137,175,16,3,19,21436,53BC,yes,/11/2018,,,18
1,137,175,16,4,20,0,0000,yes,…………………………………… ..23,,,19
1,137,175,16,5,21,21187,52C3,yes,Byte,,,20
1,137,175,16,6,22,2,0002,no,,,,
1,137,175,16,7,23,59753,E969,yes,4      Commands                                                                                                                                   23,,,21
1,137,175,16,8,24,2,0002,yes,26,,,22
1,137,175,16,9,25,60109,EACD,yes,10000 2 Bytes,,,23
1,137,175,16,10,26,2,0002,yes,27,,,24
1,137,175,16,11,27,59718,E946,yes,The  communication  between  the  Master  and  Slave  (Relay)  is  established  using  the  following parameters. The following parameters,,,25
1,137,175,16,12,28,5,0005,yes,/07/2018,,,26
1,137,175,16,13,29,3050,0BEA,no,,,,
1,137,175,16,14,30,5,0005,no,,,,
1,137,175,16,15,31,3185,0C71,yes,/7/2018,,,27
1,137,175,16,16,32,5,0005,yes,Bytes,,,28
1,137,175,16,17,33,2860,0B2C,no,,,,
1,141,177,102,0,102,18,0012,no,,,,
1,141,177,102,1,103,38717,973D,no,,,,
1,141,177,102,2,104,0,0000,no,,,,
1,141,177,102,3,105,0,0000,no,,,,
1,141,177,102,4,106,18,0012,no,,,,
1,141,177,102,5,107,39496,9A48,no,,,,
1,141,177,102,6,108,0,0000,no,,,,
1,141,177,102,7,109,0,0000,no,,,,
1,141,177,102,8,110,0,0000,no,,,,
1,141,177,102,9,111,0,0000,no,,,,
1,141,177,102,10,112,0,0000,no,,,,
1,141,177,102,11,113,0,0000,no,,,,
1,141,177,102,12,114,0,0000,no,,,,
1,141,177,102,13,115,0,0000,no,,,,
1,141,177,102,14,116,0,0000,no,,,,
1,141,177,102,15,117,43565,AA2D,no,,,,
1,145,185,166,0,166,124,007C,no,,,,
1,149,189,25012,0,25012,0,0000,yes,1,,,53
1,149,189,25012,1,25013,21362,5372,yes,1,,,54
1,149,189,25012,2,25014,0,0000,no,,,,
1,149,189,25012,3,25015,21382,5386,no,,,,
1,149,189,25012,4,25016,0,0000,no,,,,
1,149,189,25012,5,25017,21160,52A8,no,,,,
1,149,189,25012,6,25018,2,0002,no,,,,
1,149,189,25012,7,25019,59252,E774,no,,,,
1,149,189,25012,8,25020,2,0002,no,,,,
1,149,189,25012,9,25021,59976,EA48,no,,,,
1,149,189,25012,10,25022,2,0002,no,,,,
1,149,189,25012,11,25023,60094,EABE,no,,,,
1,149,189,25012,12,25024,5,0005,yes,0.001,,,55
1,149,189,25012,13,25025,2113,0841,no,,,,
1,149,189,25012,14,25026,5,0005,yes,0.001,,,56
1,149,189,25012,15,25027,3746,0EA2,no,,,,
1,149,189,25012,16,25028,5,0005,yes,0.001,,,57
1,149,189,25012,17,25029,2789,0AE5,no,,,,
1,153,191,16,0,16,18,0012,yes,/11/2020,,,16
1,153,191,16,1,17,38020,9484,yes,………………………………… ..…20,,,17
1,153,191,16,2,18,0,0000,no,,,,
1,153,191,16,3,19,0,0000,yes,/11/2018,,,18
1,153,191,16,4,20,18,0012,yes,…………………………………… ..23,,,19
1,153,191,16,5,21,39048,9888,yes,Byte,,,20
1,153,191,16,6,22,0,0000,no,,,,
1,153,191,16,7,23,0,0000,yes,4      Commands                                                                                                                                   23,,,21
1,153,191,16,8,24,0,0000,yes,26,,,22
1,153,191,16,9,25,0,0000,yes,10000 2 Bytes,,,23
1,153,191,16,10,26,0,0000,yes,27,,,24
1,153,191,16,11,27,0,0000,yes,The  communication  between  the  Master  and  Slave  (Relay)  is  established  using  the  following parameters. The following parameters,,,25
1,153,191,16,12,28,0,0000,yes,/07/2018,,,26
1,153,191,16,13,29,0,0000,no,,,,
1,153,191,16,14,30,0,0000,no,,,,
1,153,191,16,15,31,50060,C38C,yes,/7/2018,,,27
1,155,199,102,0,102,124,007C,no,,,,
1,157,203,166,0,166,0,0000,no,,,,
1,157,203,166,1,167,21299,5333,no,,,,
1,157,203,166,2,168,0,0000,no,,,,
1,157,203,166,3,169,21284,5324,no,,,,
1,157,203,166,4,170,0,0000,no,,,,
1,157,203,166,5,171,21043,5233,no,,,,
1,157,203,166,6,172,2,0002,no,,,,
1,157,203,166,7,173,58735,E56F,no,,,,
1,157,203,166,8,174,2,0002,no,,,,
1,157,203,166,9,175,59780,E984,no,,,,
1,157,203,166,10,176,2,0002,no,,,,
1,157,203,166,11,177,59684,E924,no,,,,
1,157,203,166,12,178,5,0005,no,,,,
1,157,203,166,13,179,1517,05ED,no,,,,
1,157,203,166,14,180,5,0005,yes,6000V180-6000V,,,34
1,157,203,166,15,181,3338,0D0A,no,,,,
1,157,203,166,16,182,5,0005,no,,,,
1,157,203,166,17,183,1848,0738,no,,,,
1,161,205,25012,0,25012,18,0012,yes,1,,,53
1,161,205,25012,1,25013,30170,75DA,yes,1,,,54
1,161,205,25012,2,25014,0,0000,no,,,,
1,161,205,25012,3,25015,0,0000,no,,,,
1,161,205,25012,4,25016,18,0012,no,,,,
1,161,205,25012,5,25017,30369,76A1,no,,,,
1,161,205,25012,6,25018,0,0000,no,,,,
1,161,205,25012,7,25019,0,0000,no,,,,
1,161,205,25012,8,25020,0,0000,no,,,,
1,161,205,25012,9,25021,0,0000,no,,,,
1,161,205,25012,10,25022,0,0000,no,,,,
1,161,205,25012,11,25023,0,0000,no,,,,
1,161,205,25012,12,25024,0,0000,yes,0.001,,,55
1,161,205,25012,13,25025,0,0000,no,,,,
1,161,205,25012,14,25026,0,0000,yes,0.001,,,56
1,161,205,25012,15,25027,21926,55A6,no,,,,
1,163,211,16,0,16,124,007C,yes,/11/2020,,,16
1,165,215,102,0,102,0,0000,no,,,,
1,165,215,102,1,103,21274,531A,no,,,,
1,165,215,102,2,104,0,0000,no,,,,
1,165,215,102,3,105,21324,534C,no,,,,
1,165,215,102,4,106,0,0000,no,,,,
1,165,215,102,5,107,21155,52A3,no,,,,
1,165,215,102,6,108,2,0002,no,,,,
1,165,215,102,7,109,59287,E797,no,,,,
1,165,215,102,8,110,2,0002,no,,,,
1,165,215,102,9,111,59971,EA43,no,,,,
1,165,215,102,10,112,2,0002,no,,,,
1,165,215,102,11,113,59679,E91F,no,,,,
1,165,215,102,12,114,5,0005,no,,,,
1,165,215,102,13,115,2369,0941,no,,,,
1,165,215,102,14,116,5,0005,no,,,,
1,165,215,102,15,117,3246,0CAE,no,,,,
1,165,215,102,16,118,5,0005,no,,,,
1,165,215,102,17,119,2366,093E,no,,,,
1,167,219,166,0,166,18,0012,no,,,,
1,167,219,166,1,167,34944,8880,no,,,,
1,167,219,166,2,168,0,0000,no,,,,
1,167,219,166,3,169,0,0000,no,,,,
1,167,219,166,4,170,18,0012,no,,,,
1,167,219,166,5,171,35185,8971,no,,,,
1,167,219,166,6,172,0,0000,no,,,,
1,167,219,166,7,173,0,0000,no,,,,
1,167,219,166,8,174,0,0000,no,,,,
1,167,219,166,9,175,0,0000,no,,,,
1,167,219,166,10,176,0,0000,no,,,,
1,167,219,166,11,177,0,0000,no,,,,
1,167,219,166,12,178,0,0000,no,,,,
1,167,219,166,13,179,0,0000,no,,,,
1,167,219,166,14,180,0,0000,yes,6000V180-6000V,,,34
1,167,219,166,15,181,24209,5E91,no,,,,
1,171,223,25012,0,25012,124,007C,yes,1,,,53
1,173,227,16,0,16,0,0000,yes,/11/2020,,,16
1,173,227,16,1,17,21472,53E0,yes,………………………………… ..…20,,,17
1,173,227,16,2,18,0,0000,no,,,,
1,173,227,16,3,19,21530,541A,yes,/11/2018,,,18
1,173,227,16,4,20,0,0000,yes,…………………………………… ..23,,,19
1,173,227,16,5,21,21256,5308,yes,Byte,,,20
1,173,227,16,6,22,2,0002,no,,,,
1,173,227,16,7,23,59533,E88D,yes,4      Commands                                                                                                                                   23,,,21
1,173,227,16,8,24,2,0002,yes,26,,,22
1,173,227,16,9,25,59903,E9FF,yes,10000 2 Bytes,,,23
1,173,227,16,10,26,2,0002,yes,27,,,24
1,173,227,16,11,27,59663,E90F,yes,The  communication  between  the  Master  and  Slave  (Relay)  is  established  using  the  following parameters. The following parameters,,,25
1,173,227,16,12,28,5,0005,yes,/07/2018,,,26
1,173,227,16,13,29,2599,0A27,no,,,,
1,173,227,16,14,30,5,0005,no,,,,
1,173,227,16,15,31,3018,0BCA,yes,/7/2018,,,27
1,173,227,16,16,32,5,0005,yes,Bytes,,,28
1,173,227,16,17,33,2646,0A56,no,,,,
1,175,229,102,0,102,18,0012,no,,,,
1,175,229,102,1,103,42847,A75F,no,,,,
1,175,229,102,2,104,0,0000,no,,,,
1,175,229,102,3,105,0,0000,no,,,,
1,175,229,102,4,106,18,0012,no,,,,
1,175,229,102,5,107,44135,AC67,no,,,,
1,175,229,102,6,108,0,0000,no,,,,
1,175,229,102,7,109,0,0000,no,,,,
1,175,229,102,8,110,0,0000,no,,,,
1,175,229,102,9,111,0,0000,no,,,,
1,175,229,102,10,112,0,0000,no,,,,
1,175,229,102,11,113,0,0000,no,,,,
1,175,229,102,12,114,0,0000,no,,,,
1,175,229,102,13,115,0,0000,no,,,,
1,175,229,102,14,116,0,0000,no,,,,
1,175,229,102,15,117,56134,DB46,no,,,,
1,179,235,166,0,166,124,007C,no,,,,
1,183,239,25012,0,25012,0,0000,yes,1,,,53
1,183,239,25012,1,25013,21438,53BE,yes,1,,,54
1,183,239,25012,2,25014,0,0000,no,,,,
1,183,239,25012,3,25015,21481,53E9,no,,,,
1,183,239,25012,4,25016,0,0000,no,,,,
1,183,239,25012,5,25017,21118,527E,no,,,,
1,183,239,25012,6,25018,2,0002,no,,,,
1,183,239,25012,7,25019,58756,E584,no,,,,
1,183,239,25012,8,25020,2,0002,no,,,,
1,183,239,25012,9,25021,59728,E950,no,,,,
1,183,239,25012,10,25022,2,0002,no,,,,
1,183,239,25012,11,25023,59893,E9F5,no,,,,
1,183,239,25012,12,25024,5,0005,yes,0.001,,,55
1,183,239,25012,13,25025,1367,0557,no,,,,
1,183,239,25012,14,25026,5,0005,yes,0.001,,,56
1,183,239,25012,15,25027,3510,0DB6,no,,,,
1,183,239,25012,16,25028,5,0005,yes,0.001,,,57
1,183,239,25012,17,25029,2132,0854,no,,,,
1,187,243,16,0,16,18,0012,yes,/11/2020,,,16
1,187,243,16,1,17,35680,8B60,yes,………………………………… ..…20,,,17
1,187,243,16,2,18,0,0000,no,,,,
1,187,243,16,3,19,0,0000,yes,/11/2018,,,18
1,187,243,16,4,20,18,0012,yes,…………………………………… ..23,,,19
1,187,243,16,5,21,36321,8DE1,yes,Byte,,,20
1,187,243,16,6,22,0,0000,no,,,,
1,187,243,16,7,23,0,0000,yes,4      Commands                                                                                                                                   23,,,21
1,187,243,16,8,24,0,0000,yes,26,,,22
1,187,243,16,9,25,0,0000,yes,10000 2 Bytes,,,23
1,187,243,16,10,26,0,0000,yes,27,,,24
1,187,243,16,11,27,0,0000,yes,The  communication  between  the  Master  and  Slave  (Relay)  is  established  using  the  following parameters. The following parameters,,,25
1,187,243,16,12,28,0,0000,yes,/07/2018,,,26
1,187,243,16,13,29,0,0000,no,,,,
1,187,243,16,14,30,0,0000,no,,,,
1,187,243,16,15,31,39503,9A4F,yes,/7/2018,,,27
1,189,247,102,0,102,124,007C,no,,,,
1,193,251,166,0,166,0,0000,no,,,,
1,193,251,166,1,167,21248,5300,no,,,,
1,193,251,166,2,168,0,0000,no,,,,
1,193,251,166,3,169,21324,534C,no,,,,
1,193,251,166,4,170,0,0000,no,,,,
1,193,251,166,5,171,21059,5243,no,,,,
1,193,251,166,6,172,2,0002,no,,,,
1,193,251,166,7,173,58726,E566,no,,,,
1,193,251,166,8,174,2,0002,no,,,,
1,193,251,166,9,175,59728,E950,no,,,,
1,193,251,166,10,176,2,0002,no,,,,
1,193,251,166,11,177,59732,E954,no,,,,
1,193,251,166,12,178,5,0005,no,,,,
1,193,251,166,13,179,1418,058A,no,,,,
1,193,251,166,14,180,5,0005,yes,6000V180-6000V,,,34
1,193,251,166,15,181,3341,0D0D,no,,,,
1,193,251,166,16,182,5,0005,no,,,,
1,193,251,166,17,183,1922,0782,no,,,,
1,197,253,25012,0,25012,18,0012,yes,1,,,53
1,197,253,25012,1,25013,31886,7C8E,yes,1,,,54
1,197,253,25012,2,25014,0,0000,no,,,,
1,197,253,25012,3,25015,0,0000,no,,,,
1,197,253,25012,4,25016,18,0012,no,,,,
1,197,253,25012,5,25017,32117,7D75,no,,,,
1,197,253,25012,6,25018,0,0000,no,,,,
1,197,253,25012,7,25019,0,0000,no,,,,
1,197,253,25012,8,25020,0,0000,no,,,,
1,197,253,25012,9,25021,0,0000,no,,,,
1,197,253,25012,10,25022,0,0000,no,,,,
1,197,253,25012,11,25023,0,0000,no,,,,
1,197,253,25012,12,25024,0,0000,yes,0.001,,,55
1,197,253,25012,13,25025,0,0000,no,,,,
1,197,253,25012,14,25026,0,0000,yes,0.001,,,56
1,197,253,25012,15,25027,23682,5C82,no,,,,
1,201,257,16,0,16,124,007C,yes,/11/2020,,,16
1,203,261,102,0,102,0,0000,no,,,,
1,203,261,102,1,103,21401,5399,no,,,,
1,203,261,102,2,104,0,0000,no,,,,
1,203,261,102,3,105,21448,53C8,no,,,,
1,203,261,102,4,106,0,0000,no,,,,
1,203,261,102,5,107,21238,52F6,no,,,,
1,203,261,102,6,108,2,0002,no,,,,
1,203,261,102,7,109,59691,E92B,no,,,,
1,203,261,102,8,110,2,0002,no,,,,
1,203,261,102,9,111,60092,EABC,no,,,,
1,203,261,102,10,112,2,0002,no,,,,
1,203,261,102,11,113,59783,E987,no,,,,
1,203,261,102,12,114,5,0005,no,,,,
1,203,261,102,13,115,2922,0B6A,no,,,,
1,203,261,102,14,116,5,0005,no,,,,
1,203,261,102,15,117,3275,0CCB,no,,,,
1,203,261,102,16,118,5,0005,no,,,,
1,203,261,102,17,119,2874,0B3A,no,,,,
1,205,265,166,0,166,18,0012,no,,,,
1,205,265,166,1,167,41817,A359,no,,,,
1,205,265,166,2,168,0,0000,no,,,,
1,205,265,166,3,169,0,0000,no,,,,
1,205,265,166,4,170,18,0012,no,,,,
1,205,265,166,5,171,42326,A556,no,,,,
1,205,265,166,6,172,0,0000,no,,,,
1,205,265,166,7,173,0,0000,no,,,,
1,205,265,166,8,174,0,0000,no,,,,
1,205,265,166,9,175,0,0000,no,,,,
1,205,265,166,10,176,0,0000,no,,,,
1,205,265,166,11,177,0,0000,no,,,,
1,205,265,166,12,178,0,0000,no,,,,
1,205,265,166,13,179,0,0000,no,,,,
1,205,265,166,14,180,0,0000,yes,6000V180-6000V,,,34
1,205,265,166,15,181,35249,89B1,no,,,,
1,211,269,25012,0,25012,124,007C,yes,1,,,53
1,213,273,16,0,16,0,0000,yes,/11/2020,,,16
1,213,273,16,1,17,21540,5424,yes,………………………………… ..…20,,,17
1,213,273,16,2,18,0,0000,no,,,,
1,213,273,16,3,19,21515,540B,yes,/11/2018,,,18
1,213,273,16,4,20,0,0000,yes,…………………………………… ..23,,,19
1,213,273,16,5,21,21198,52CE,yes,Byte,,,20
1,213,273,16,6,22,2,0002,no,,,,
1,213,273,16,7,23,59428,E824,yes,4      Commands                                                                                                                                   23,,,21
1,213,273,16,8,24,2,0002,yes,26,,,22
1,213,273,16,9,25,60027,EA7B,yes,10000 2 Bytes,,,23
1,213,273,16,10,26,2,0002,yes,27,,,24
1,213,273,16,11,27,59897,E9F9,yes,The  communication  between  the  Master  and  Slave  (Relay)  is  established  using  the  following parameters. The following parameters,,,25
1,213,273,16,12,28,5,0005,yes,/07/2018,,,26
1,213,273,16,13,29,2490,09BA,no,,,,
1,213,273,16,14,30,5,0005,no,,,,
1,213,273,16,15,31,3481,0D99,yes,/7/2018,,,27
1,213,273,16,16,32,5,0005,yes,Bytes,,,28
1,213,273,16,17,33,2730,0AAA,no,,,,
1,217,277,102,0,102,18,0012,no,,,,
1,217,277,102,1,103,44468,ADB4,no,,,,
1,217,277,102,2,104,0,0000,no,,,,
1,217,277,102,3,105,0,0000,no,,,,
1,217,277,102,4,106,18,0012,no,,,,
1,217,277,102,5,107,45569,B201,no,,,,
1,217,277,102,6,108,0,0000,no,,,,
1,217,277,102,7,109,0,0000,no,,,,
1,217,277,102,8,110,0,0000,no,,,,
1,217,277,102,9,111,0,0000,no,,,,
1,217,277,102,10,112,0,0000,no,,,,
1,217,277,102,11,113,0,0000,no,,,,
1,217,277,102,12,114,0,0000,no,,,,
1,217,277,102,13,115,0,0000,no,,,,
1,217,277,102,14,116,0,0000,no,,,,
1,217,277,102,15,117,51939,CAE3,no,,,,
1,219,283,166,0,166,124,007C,no,,,,
1,223,287,25012,0,25012,0,0000,yes,1,,,53
1,223,287,25012,1,25013,21440,53C0,yes,1,,,54
1,223,287,25012,2,25014,0,0000,no,,,,
1,223,287,25012,3,25015,21409,53A1,no,,,,
1,223,287,25012,4,25016,0,0000,no,,,,
1,223,287,25012,5,25017,21173,52B5,no,,,,
1,223,287,25012,6,25018,2,0002,no,,,,
1,223,287,25012,7,25019,58859,E5EB,no,,,,
1,223,287,25012,8,25020,2,0002,no,,,,
1,223,287,25012,9,25021,59701,E935,no,,,,
1,223,287,25012,10,25022,2,0002,no,,,,
1,223,287,25012,11,25023,59925,EA15,no,,,,
1,223,287,25012,12,25024,5,0005,yes,0.001,,,55
1,223,287,25012,13,25025,1441,05A1,no,,,,
1,223,287,25012,14,25026,5,0005,yes,0.001,,,56
1,223,287,25012,15,25027,3458,0D82,no,,,,
1,223,287,25012,16,25028,5,0005,yes,0.001,,,57
1,223,287,25012,17,25029,2299,08FB,no,,,,
1,225,291,16,0,16,18,0012,yes,/11/2020,,,16
1,225,291,16,1,17,39204,9924,yes,………………………………… ..…20,,,17
1,225,291,16,2,18,0,0000,no,,,,
1,225,291,16,3,19,0,0000,yes,/11/2018,,,18
1,225,291,16,4,20,18,0012,yes,…………………………………… ..23,,,19
1,225,291,16,5,21,39978,9C2A,yes,Byte,,,20
1,225,291,16,6,22,0,0000,no,,,,
1,225,291,16,7,23,0,0000,yes,4      Commands                                                                                                                                   23,,,21
1,225,291,16,8,24,0,0000,yes,26,,,22
1,225,291,16,9,25,0,0000,yes,10000 2 Bytes,,,23
1,225,291,16,10,26,0,0000,yes,27,,,24
1,225,291,16,11,27,0,0000,yes,The  communication  between  the  Master  and  Slave  (Relay)  is  established  using  the  following parameters. The following parameters,,,25
1,225,291,16,12,28,0,0000,yes,/07/2018,,,26
1,225,291,16,13,29,0,0000,no,,,,
1,225,291,16,14,30,0,0000,no,,,,
1,225,291,16,15,31,43439,A9AF,yes,/7/2018,,,27
1,227,295,102,0,102,124,007C,no,,,,
1,229,299,166,0,166,0,0000,no,,,,
1,229,299,166,1,167,21321,5349,no,,,,
1,229,299,166,2,168,0,0000,no,,,,
1,229,299,166,3,169,21346,5362,no,,,,
1,229,299,166,4,170,0,0000,no,,,,
1,229,299,166,5,171,21171,52B3,no,,,,
1,229,299,166,6,172,2,0002,no,,,,
1,229,299,166,7,173,59111,E6E7,no,,,,
1,229,299,166,8,174,2,0002,no,,,,
1,229,299,166,9,175,59937,EA21,no,,,,
1,229,299,166,10,176,2,0002,no,,,,
1,229,299,166,11,177,59780,E984,no,,,,
1,229,299,166,12,178,5,0005,no,,,,
1,229,299,166,13,179,2071,0817,no,,,,
1,229,299,166,14,180,5,0005,yes,6000V180-6000V,,,34
1,229,299,166,15,181,3415,0D57,no,,,,
1,229,299,166,16,182,5,0005,no,,,,
1,229,299,166,17,183,2306,0902,no,,,,
1,233,301,25012,0,25012,18,0012,yes,1,,,53
1,233,301,25012,1,25013,36729,8F79,yes,1,,,54
1,233,301,25012,2,25014,0,0000,no,,,,
1,233,301,25012,3,25015,0,0000,no,,,,
1,233,301,25012,4,25016,18,0012,no,,,,
1,233,301,25012,5,25017,36923,903B,no,,,,
1,233,301,25012,6,25018,0,0000,no,,,,
1,233,301,25012,7,25019,0,0000,no,,,,
1,233,301,25012,8,25020,0,0000,no,,,,
1,233,301,25012,9,25021,0,0000,no,,,,
1,233,301,25012,10,25022,0,0000,no,,,,
1,233,301,25012,11,25023,0,0000,no,,,,
1,233,301,25012,12,25024,0,0000,yes,0.001,,,55
1,233,301,25012,13,25025,0,0000,no,,,,
1,233,301,25012,14,25026,0,0000,yes,0.001,,,56
1,233,301,25012,15,25027,21736,54E8,no,,,,
1,237,305,16,0,16,124,007C,yes,/11/2020,,,16
1,241,309,102,0,102,0,0000,no,,,,
1,241,309,102,1,103,21531,541B,no,,,,
1,241,309,102,2,104,0,0000,no,,,,
1,241,309,102,3,105,21593,5459,no,,,,
1,241,309,102,4,106,0,0000,no,,,,
1,241,309,102,5,107,21304,5338,no,,,,
1,241,309,102,6,108,2,0002,no,,,,
1,241,309,102,7,109,59619,E8E3,no,,,,
1,241,309,102,8,110,2,0002,no,,,,
1,241,309,102,9,111,60049,EA91,no,,,,
1,241,309,102,10,112,2,0002,no,,,,
1,241,309,102,11,113,59673,E919,no,,,,
1,241,309,102,12,114,5,0005,no,,,,
1,241,309,102,13,115,2851,0B23,no,,,,
1,241,309,102,14,116,5,0005,no,,,,
1,241,309,102,15,117,3149,0C4D,no,,,,
1,241,309,102,16,118,5,0005,no,,,,
1,241,309,102,17,119,2683,0A7B,no,,,,
1,243,313,166,0,166,18,0012,no,,,,
1,243,313,166,1,167,46703,B66F,no,,,,
1,243,313,166,2,168,0,0000,no,,,,
1,243,313,166,3,169,0,0000,no,,,,
1,243,313,166,4,170,18,0012,no,,,,
1,243,313,166,5,171,47843,BAE3,no,,,,
1,243,313,166,6,172,0,0000,no,,,,
1,243,313,166,7,173,0,0000,no,,,,
1,243,313,166,8,174,0,0000,no,,,,
1,243,313,166,9,175,0,0000,no,,,,
1,243,313,166,10,176,0,0000,no,,,,
1,243,313,166,11,177,0,0000,no,,,,
1,243,313,166,12,178,0,0000,no,,,,
1,243,313,166,13,179,0,0000,no,,,,
1,243,313,166,14,180,0,0000,yes,6000V180-6000V,,,34
1,243,313,166,15,181,52896,CEA0,no,,,,
1,247,319,25012,0,25012,124,007C,yes,1,,,53
1,249,323,16,0,16,0,0000,yes,/11/2020,,,16
1,249,323,16,1,17,21579,544B,yes,………………………………… ..…20,,,17
1,249,323,16,2,18,0,0000,no,,,,
1,249,323,16,3,19,21583,544F,yes,/11/2018,,,18
1,249,323,16,4,20,0,0000,yes,…………………………………… ..23,,,19
1,249,323,16,5,21,21246,52FE,yes,Byte,,,20
1,249,323,16,6,22,2,0002,no,,,,
1,249,323,16,7,23,59411,E813,yes,4      Commands                                                                                                                                   23,,,21
1,249,323,16,8,24,2,0002,yes,26,,,22
1,249,323,16,9,25,60056,EA98,yes,10000 2 Bytes,,,23
1,249,323,16,10,26,2,0002,yes,27,,,24
1,249,323,16,11,27,59862,E9D6,yes,The  communication  between  the  Master  and  Slave  (Relay)  is  established  using  the  following parameters. The following parameters,,,25
1,249,323,16,12,28,5,0005,yes,/07/2018,,,26
1,249,323,16,13,29,2524,09DC,no,,,,
1,249,323,16,14,30,5,0005,no,,,,
1,249,323,16,15,31,3484,0D9C,yes,/7/2018,,,27
1,249,323,16,16,32,5,0005,yes,Bytes,,,28
1,249,323,16,17,33,2651,0A5B,no,,,,
1,251,325,102,0,102,18,0012,no,,,,
1,251,325,102,1,103,46852,B704,no,,,,
1,251,325,102,2,104,0,0000,no,,,,
1,251,325,102,3,105,0,0000,no,,,,
1,251,325,102,4,106,18,0012,no,,,,
1,251,325,102,5,107,48040,BBA8,no,,,,
1,251,325,102,6,108,0,0000,no,,,,
1,251,325,102,7,109,0,0000,no,,,,
1,251,325,102,8,110,0,0000,no,,,,
1,251,325,102,9,111,0,0000,no,,,,
1,251,325,102,10,112,0,0000,no,,,,
1,251,325,102,11,113,0,0000,no,,,,
1,251,325,102,12,114,0,0000,no,,,,
1,251,325,102,13,115,0,0000,no,,,,
1,251,325,102,14,116,0,0000,no,,,,
1,251,325,102,15,117,54014,D2FE,no,,,,
1,253,329,166,0,166,124,007C,no,,,,
1,257,333,25012,0,25012,0,0000,yes,1,,,53
1,257,333,25012,1,25013,21429,53B5,yes,1,,,54
1,257,333,25012,2,25014,0,0000,no,,,,
1,257,333,25012,3,25015,21375,537F,no,,,,
1,257,333,25012,4,25016,0,0000,no,,,,
1,257,333,25012,5,25017,21116,527C,no,,,,
1,257,333,25012,6,25018,2,0002,no,,,,
1,257,333,25012,7,25019,58539,E4AB,no,,,,
1,257,333,25012,8,25020,2,0002,no,,,,
1,257,333,25012,9,25021,59518,E87E,no,,,,
1,257,333,25012,10,25022,2,0002,no,,,,
1,257,333,25012,11,25023,59732,E954,no,,,,
1,257,333,25012,12,25024,5,0005,yes,0.001,,,55
1,257,333,25012,13,25025,957,03BD,no,,,,
1,257,333,25012,14,25026,5,0005,yes,0.001,,,56
1,257,333,25012,15,25027,3203,0C83,no,,,,
1,257,333,25012,16,25028,5,0005,yes,0.001,,,57
1,257,333,25012,17,25029,1831,0727,no,,,,
1,259,335,16,0,16,18,0012,yes,/11/2020,,,16
1,259,335,16,1,17,36401,8E31,yes,………………………………… ..…20,,,17
1,259,335,16,2,18,0,0000,no,,,,
1,259,335,16,3,19,0,0000,yes,/11/2018,,,18
1,259,335,16,4,20,18,0012,yes,…………………………………… ..23,,,19
1,259,335,16,5,21,36739,8F83,yes,Byte,,,20
1,259,335,16,6,22,0,0000,no,,,,
1,259,335,16,7,23,0,0000,yes,4      Commands                                                                                                                                   23,,,21
1,259,335,16,8,24,0,0000,yes,26,,,22
1,259,335,16,9,25,0,0000,yes,10000 2 Bytes,,,23
1,259,335,16,10,26,0,0000,yes,27,,,24
1,259,335,16,11,27,0,0000,yes,The  communication  between  the  Master  and  Slave  (Relay)  is  established  using  the  following parameters. The following parameters,,,25
1,259,335,16,12,28,0,0000,yes,/07/2018,,,26
1,259,335,16,13,29,0,0000,no,,,,
1,259,335,16,14,30,0,0000,no,,,,
1,259,335,16,15,31,28677,7005,yes,/7/2018,,,27
1,263,343,102,0,102,124,007C,no,,,,
1,265,347,166,0,166,0,0000,no,,,,
1,265,347,166,1,167,21439,53BF,no,,,,
1,265,347,166,2,168,0,0000,no,,,,
1,265,347,166,3,169,21481,53E9,no,,,,
1,265,347,166,4,170,0,0000,no,,,,
1,265,347,166,5,171,21277,531D,no,,,,
