line,uid,fc,interpretation,pdu
1599,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1601,1,3,"FC3 response: 16 reg(s) [21, 15115, 0, 0, 21, 15656]",03 20 00 15 3B 0B 00 00 00 00 00 15 3D 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 97 9E
1601,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1605,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1605,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1607,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1609,1,3,"FC3 response: 18 reg(s) [0, 24637, 0, 24657, 0, 24403]",03 24 00 00 60 3D 00 00 60 51 00 00 5F 53 00 02 E7 E0 00 02 E9 D8 00 02 E8 46 00 05 09 95 00 05 0B 16 00 05 08 CD
1609,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1611,1,3,"FC3 response: 16 reg(s) [21, 25089, 0, 0, 21, 26726]",03 20 00 15 62 01 00 00 00 00 00 15 68 66 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 08 AC
1613,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1619,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1619,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1621,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1623,1,3,"FC3 response: 18 reg(s) [0, 24633, 0, 24616, 0, 24260]",03 24 00 00 60 39 00 00 60 28 00 00 5E C4 00 02 E6 D5 00 02 E9 C5 00 02 E9 35 00 05 07 CC 00 05 0C A0 00 05 08 BA
1623,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1625,1,3,"FC3 response: 16 reg(s) [21, 21786, 0, 0, 21, 23511]",03 20 00 15 55 1A 00 00 00 00 00 15 5B D7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 0F 62
1627,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1631,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1631,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1633,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1635,1,3,"FC3 response: 18 reg(s) [0, 24363, 0, 24370, 0, 24142]",03 24 00 00 5F 2B 00 00 5F 32 00 00 5E 4E 00 02 E3 B2 00 02 E8 19 00 02 E8 04 00 05 02 E3 00 05 0B 19 00 05 04 C7
1637,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1639,1,3,"FC3 response: 16 reg(s) [21, 8374, 0, 0, 21, 9002]",03 20 00 15 20 B6 00 00 00 00 00 15 23 2A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A2 EA
1639,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1645,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1645,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1647,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1649,1,3,"FC3 response: 18 reg(s) [0, 24351, 0, 24332, 0, 24113]",03 24 00 00 5F 1F 00 00 5F 0C 00 00 5E 31 00 02 E7 2D 00 02 E9 45 00 02 E7 E2 00 05 08 55 00 05 0A 57 00 05 07 EA
1649,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1651,1,3,"FC3 response: 16 reg(s) [21, 8308, 0, 0, 21, 8991]",03 20 00 15 20 74 00 00 00 00 00 15 23 1F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 A9 E7
1651,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1655,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1655,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1657,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1659,1,3,"FC3 response: 18 reg(s) [0, 24357, 0, 24513, 0, 24006]",03 24 00 00 5F 25 00 00 5F C1 00 00 5D C6 00 02 E7 5C 00 02 E9 3A 00 02 E7 39 00 05 08 DD 00 05 09 76 00 05 07 5E
1659,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1661,1,3,"FC3 response: 16 reg(s) [21, 8193, 0, 0, 21, 9711]",03 20 00 15 20 01 00 00 00 00 00 15 25 EF 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 FD 44
1663,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1667,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1667,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
1669,1,3,FC3 request: start=16 qty=18,03 00 10 00 12
1671,1,3,"FC3 response: 18 reg(s) [0, 24118, 0, 24042, 0, 23779]",03 24 00 00 5E 36 00 00 5D EA 00 00 5C E3 00 02 E4 DD 00 02 E8 30 00 02 E8 8E 00 05 04 13 00 05 0B 2B 00 05 06 A1
1673,1,3,FC3 request: start=102 qty=16,03 00 66 00 10
1675,1,3,"FC3 response: 16 reg(s) [20, 56181, 0, 0, 20, 57439]",03 20 00 14 DB 75 00 00 00 00 00 14 E0 5F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 E5 18
1677,1,3,FC3 request: start=166 qty=36,03 00 A6 00 24
1681,1,3,FC3 request: start=25012 qty=1,03 61 B4 00 01
1681,1,3,FC3 response: 1 reg(s) [124],03 02 00 7C
